Date,"Temperature, *C","RH, %","Dew Point, *C"
20-12-18 01:53:13,-14.36,33.17,-27.04
20-12-18 01:55:13,-14.44,32.86,-27.21
20-12-18 01:57:13,-14.42,32.90,-27.17
20-12-18 01:59:13,-14.45,33.13,-27.13
20-12-18 02:01:13,-14.41,32.75,-27.22
20-12-18 02:03:13,-14.45,33.44,-27.03
20-12-18 02:05:13,-14.48,32.78,-27.27
20-12-18 02:07:13,-14.54,32.95,-27.26
20-12-18 02:09:13,-14.52,33.28,-27.15
20-12-18 02:11:13,-14.50,33.72,-26.98
20-12-18 02:13:13,-14.54,34.18,-26.87
20-12-18 02:15:13,-14.54,33.32,-27.14
20-12-18 02:17:13,-14.50,33.27,-27.13
20-12-18 02:19:13,-14.57,32.86,-27.32
20-12-18 02:21:13,-14.57,32.68,-27.38
20-12-18 02:23:13,-14.57,33.07,-27.25
20-12-18 02:25:13,-14.57,34.03,-26.94
20-12-18 02:27:13,-14.58,33.90,-26.99
20-12-18 02:29:13,-14.58,32.69,-27.39
20-12-18 02:31:13,-14.59,32.89,-27.33
20-12-18 02:33:13,-14.60,32.61,-27.43
20-12-18 02:35:13,-14.61,33.19,-27.25
20-12-18 02:37:13,-14.62,33.31,-27.22
20-12-18 02:39:13,-14.60,32.77,-27.38
20-12-18 02:41:13,-14.58,32.87,-27.33
20-12-18 02:43:13,-14.62,33.62,-27.12
20-12-18 02:45:13,-14.64,32.82,-27.40
20-12-18 02:47:13,-14.66,32.37,-27.57
20-12-18 02:49:13,-14.63,32.78,-27.40
20-12-18 02:51:13,-14.61,32.58,-27.45
20-12-18 02:53:13,-14.59,33.13,-27.25
20-12-18 02:55:13,-14.57,33.03,-27.27
20-12-18 02:57:13,-14.57,32.59,-27.41
20-12-18 02:59:13,-14.63,33.42,-27.20
20-12-18 03:01:13,-14.63,33.44,-27.19
20-12-18 03:03:13,-14.59,32.75,-27.38
20-12-18 03:05:13,-14.60,32.46,-27.48
20-12-18 03:07:13,-14.63,33.14,-27.29
20-12-18 03:09:13,-14.59,32.81,-27.36
20-12-18 03:11:13,-14.60,33.12,-27.26
20-12-18 03:13:13,-14.63,33.52,-27.16
20-12-18 03:15:13,-14.64,33.64,-27.14
20-12-18 03:17:13,-14.66,33.83,-27.09
20-12-18 03:19:13,-14.64,33.31,-27.24
20-12-18 03:21:13,-14.61,33.87,-27.03
20-12-18 03:23:13,-14.62,33.06,-27.30
20-12-18 03:25:13,-14.63,32.89,-27.37
20-12-18 03:27:13,-14.64,33.18,-27.28
20-12-18 03:29:13,-14.67,33.33,-27.26
20-12-18 03:31:13,-14.67,32.68,-27.47
20-12-18 03:33:13,-14.74,32.83,-27.48
20-12-18 03:35:13,-14.78,32.62,-27.59
20-12-18 03:37:13,-14.85,33.49,-27.36
20-12-18 03:39:13,-14.82,33.87,-27.23
20-12-18 03:41:13,-14.82,33.51,-27.34
20-12-18 03:43:13,-14.81,33.37,-27.37
20-12-18 03:45:13,-14.79,32.89,-27.51
20-12-18 03:47:13,-14.79,32.85,-27.53
20-12-18 03:49:13,-14.79,33.27,-27.39
20-12-18 03:51:13,-14.84,33.68,-27.29
20-12-18 03:53:13,-14.86,33.86,-27.25
20-12-18 03:55:13,-14.81,33.53,-27.32
20-12-18 03:57:13,-14.80,34.00,-27.16
20-12-18 03:59:13,-14.82,33.96,-27.19
20-12-18 04:01:13,-14.86,33.55,-27.35
20-12-18 04:03:13,-14.86,33.68,-27.31
20-12-18 04:05:13,-14.90,34.30,-27.16
20-12-18 04:07:13,-14.89,33.46,-27.41
20-12-18 04:09:13,-14.91,33.64,-27.37
20-12-18 04:11:13,-14.90,33.69,-27.35
20-12-18 04:13:13,-14.96,33.10,-27.60
20-12-18 04:15:13,-14.95,34.03,-27.29
20-12-18 04:17:13,-14.99,33.82,-27.38
20-12-18 04:19:13,-15.02,33.73,-27.44
20-12-18 04:21:13,-15.03,33.50,-27.52
20-12-18 04:23:13,-15.03,33.77,-27.44
20-12-18 04:25:13,-15.05,33.52,-27.54
20-12-18 04:27:13,-15.02,34.05,-27.34
20-12-18 04:29:13,-15.08,33.98,-27.42
20-12-18 04:31:13,-15.04,33.38,-27.57
20-12-18 04:33:13,-15.03,34.02,-27.36
20-12-18 04:35:13,-15.06,33.84,-27.44
20-12-18 04:37:13,-15.04,33.68,-27.48
20-12-18 04:39:13,-15.08,33.08,-27.71
20-12-18 04:41:13,-15.05,33.44,-27.56
20-12-18 04:43:13,-15.11,33.54,-27.59
20-12-18 04:45:13,-15.07,33.64,-27.52
20-12-18 04:47:13,-15.10,34.16,-27.38
20-12-18 04:49:13,-15.14,33.85,-27.51
20-12-18 04:51:13,-15.14,33.74,-27.54
20-12-18 04:53:13,-15.18,33.83,-27.55
20-12-18 04:55:13,-15.18,35.40,-27.06
20-12-18 04:57:13,-15.14,33.62,-27.58
20-12-18 04:59:13,-15.10,33.37,-27.63
20-12-18 05:01:13,-15.09,34.93,-27.13
20-12-18 05:03:13,-15.15,33.91,-27.50
20-12-18 05:05:13,-15.19,33.72,-27.60
20-12-18 05:07:13,-15.19,33.35,-27.72
20-12-18 05:09:13,-15.19,33.89,-27.54
20-12-18 05:11:13,-15.21,34.24,-27.45
20-12-18 05:13:13,-15.25,34.44,-27.43
20-12-18 05:15:13,-15.24,34.08,-27.53
20-12-18 05:17:13,-15.19,35.08,-27.17
20-12-18 05:19:13,-15.16,34.77,-27.24
20-12-18 05:21:13,-15.16,35.50,-27.01
20-12-18 05:23:13,-15.16,34.12,-27.44
20-12-18 05:25:13,-15.21,33.70,-27.62
20-12-18 05:27:13,-15.22,34.33,-27.43
20-12-18 05:29:13,-15.26,35.40,-27.14
20-12-18 05:31:13,-15.25,34.26,-27.48
20-12-18 05:33:13,-15.20,34.89,-27.24
20-12-18 05:35:13,-15.18,34.20,-27.43
20-12-18 05:37:13,-15.19,34.57,-27.33
20-12-18 05:39:13,-15.10,34.26,-27.35
20-12-18 05:41:13,-15.11,34.87,-27.17
20-12-18 05:43:13,-15.11,33.87,-27.48
20-12-18 05:45:13,-15.08,34.59,-27.23
20-12-18 05:47:13,-15.06,34.62,-27.20
20-12-18 05:49:13,-15.09,34.80,-27.17
20-12-18 05:51:13,-15.09,34.57,-27.24
20-12-18 05:53:13,-15.17,34.79,-27.24
20-12-18 05:55:13,-15.15,36.01,-26.85
20-12-18 05:57:13,-15.15,35.19,-27.10
20-12-18 05:59:13,-15.13,34.50,-27.29
20-12-18 06:01:13,-15.10,35.82,-26.87
20-12-18 06:03:13,-15.08,33.46,-27.58
20-12-18 06:05:13,-15.03,34.19,-27.31
20-12-18 06:07:13,-15.07,34.41,-27.28
20-12-18 06:09:13,-15.13,35.36,-27.03
20-12-18 06:11:13,-15.16,34.96,-27.18
20-12-18 06:13:13,-15.19,35.46,-27.06
20-12-18 06:15:13,-15.15,34.89,-27.19
20-12-18 06:17:13,-15.21,35.24,-27.14
20-12-18 06:19:13,-15.22,35.02,-27.22
20-12-18 06:21:13,-15.28,35.27,-27.19
20-12-18 06:23:13,-15.32,35.40,-27.19
20-12-18 06:25:13,-15.44,35.25,-27.34
20-12-18 06:27:13,-15.50,36.28,-27.09
20-12-18 06:29:13,-15.49,35.27,-27.38
20-12-18 06:31:13,-15.47,35.51,-27.29
20-12-18 06:33:13,-15.46,35.53,-27.27
20-12-18 06:35:13,-15.50,35.15,-27.43
20-12-18 06:37:13,-15.53,35.40,-27.38
20-12-18 06:39:13,-15.58,35.32,-27.44
20-12-18 06:41:13,-15.55,35.57,-27.35
20-12-18 06:43:13,-15.60,35.38,-27.44
20-12-18 06:45:13,-15.63,35.81,-27.34
20-12-18 06:47:13,-15.63,36.06,-27.27
20-12-18 06:49:13,-15.65,37.43,-26.88
20-12-18 06:51:13,-15.68,36.14,-27.29
20-12-18 06:53:13,-15.65,35.21,-27.55
20-12-18 06:55:13,-15.64,34.78,-27.67
20-12-18 06:57:13,-15.65,35.55,-27.44
20-12-18 06:59:13,-15.63,35.76,-27.36
20-12-18 07:01:13,-15.66,35.35,-27.51
20-12-18 07:03:13,-15.64,35.15,-27.55
20-12-18 07:05:13,-15.61,35.67,-27.37
20-12-18 07:07:13,-15.65,36.28,-27.22
20-12-18 07:09:13,-15.73,35.85,-27.42
20-12-18 07:11:13,-15.78,36.09,-27.39
20-12-18 07:13:13,-15.81,35.11,-27.72
20-12-18 07:15:13,-15.84,34.96,-27.80
20-12-18 07:17:13,-15.83,34.87,-27.81
20-12-18 07:19:13,-15.81,35.10,-27.72
20-12-18 07:21:13,-15.77,34.67,-27.82
20-12-18 07:23:13,-15.78,34.81,-27.78
20-12-18 07:25:13,-15.73,35.51,-27.52
20-12-18 07:27:13,-15.78,36.09,-27.39
20-12-18 07:29:13,-15.80,35.71,-27.53
20-12-18 07:31:13,-15.87,36.04,-27.49
20-12-18 07:33:13,-15.91,36.02,-27.53
20-12-18 07:35:13,-15.97,36.18,-27.54
20-12-18 07:37:13,-15.95,35.06,-27.86
20-12-18 07:39:13,-15.92,35.35,-27.74
20-12-18 07:41:13,-15.91,35.96,-27.55
20-12-18 07:43:13,-15.97,36.64,-27.41
20-12-18 07:45:13,-16.04,36.23,-27.58
20-12-18 07:47:13,-16.03,36.38,-27.53
20-12-18 07:49:13,-16.05,35.90,-27.69
20-12-18 07:51:13,-15.99,36.11,-27.58
20-12-18 07:53:13,-15.96,36.27,-27.51
20-12-18 07:55:13,-15.94,35.51,-27.71
20-12-18 07:57:13,-15.93,35.13,-27.82
20-12-18 07:59:13,-15.87,35.07,-27.78
20-12-18 08:01:13,-15.81,35.80,-27.51
20-12-18 08:03:13,-15.83,34.43,-27.95
20-12-18 08:05:13,-15.76,34.48,-27.87
20-12-18 08:07:13,-15.73,34.48,-27.84
20-12-18 08:09:13,-15.76,33.78,-28.08
20-12-18 08:11:13,-15.80,33.75,-28.14
20-12-18 08:13:13,-15.73,33.60,-28.11
20-12-18 08:15:13,-15.77,34.00,-28.03
20-12-18 08:17:13,-15.78,33.71,-28.13
20-12-18 08:19:13,-15.75,34.30,-27.91
20-12-18 08:21:13,-15.75,37.48,-26.96
20-12-18 08:23:13,-15.80,35.40,-27.62
20-12-18 08:25:13,-15.80,34.93,-27.76
20-12-18 08:27:13,-15.84,35.88,-27.51
20-12-18 08:29:13,-15.82,35.90,-27.49
20-12-18 08:31:13,-15.87,36.55,-27.33
20-12-18 08:33:13,-15.83,36.65,-27.28
20-12-18 08:35:13,-15.84,40.97,-26.08
20-12-18 08:37:13,-15.90,41.70,-25.93
20-12-18 08:39:13,-15.93,40.95,-26.16
20-12-18 08:41:13,-15.96,40.33,-26.36
20-12-18 08:43:13,-15.94,42.07,-25.88
20-12-18 08:45:13,-15.94,41.31,-26.08
20-12-18 08:47:13,-15.94,43.10,-25.61
20-12-18 08:49:13,-15.97,42.55,-25.78
20-12-18 08:51:13,-15.97,43.13,-25.63
20-12-18 08:53:13,-16.00,43.51,-25.57
20-12-18 08:55:13,-15.99,43.18,-25.64
20-12-18 08:57:13,-16.04,41.42,-26.13
20-12-18 08:59:13,-16.02,41.69,-26.05
20-12-18 09:01:13,-15.99,40.37,-26.37
20-12-18 09:03:13,-15.93,38.40,-26.86
20-12-18 09:05:13,-15.87,38.05,-26.90
20-12-18 09:07:13,-15.79,37.47,-27.00
20-12-18 09:09:13,-15.80,37.29,-27.06
20-12-18 09:11:13,-15.72,36.79,-27.13
20-12-18 09:13:13,-15.66,36.77,-27.09
20-12-18 09:15:13,-15.64,36.74,-27.08
20-12-18 09:17:13,-15.60,36.10,-27.23
20-12-18 09:19:13,-15.54,36.23,-27.14
20-12-18 09:21:13,-15.51,37.09,-26.86
20-12-18 09:23:13,-15.51,37.23,-26.82
20-12-18 09:25:13,-15.46,36.19,-27.07
20-12-18 09:27:13,-15.38,36.33,-26.97
20-12-18 09:29:13,-15.31,35.78,-27.06
20-12-18 09:31:13,-15.23,36.00,-26.93
20-12-18 09:33:13,-15.16,35.49,-27.02
20-12-18 09:35:13,-15.08,35.67,-26.90
20-12-18 09:37:13,-15.02,35.93,-26.76
20-12-18 09:39:13,-14.94,35.55,-26.81
20-12-18 09:41:13,-14.90,35.06,-26.92
20-12-18 09:43:13,-14.82,34.96,-26.88
20-12-18 09:45:13,-14.75,35.06,-26.78
20-12-18 09:47:13,-14.71,36.96,-26.17
20-12-18 09:49:13,-14.62,36.41,-26.26
20-12-18 09:51:13,-14.47,37.50,-25.80
20-12-18 09:53:13,-14.28,37.87,-25.52
20-12-18 09:55:13,-14.07,36.81,-25.64
20-12-18 09:57:13,-13.80,38.33,-24.95
20-12-18 09:59:13,-13.59,37.64,-24.96
20-12-18 10:01:13,-13.40,38.29,-24.60
20-12-18 10:03:13,-13.19,37.62,-24.61
20-12-18 10:05:13,-12.94,37.02,-24.56
20-12-18 10:07:13,-12.72,36.87,-24.41
20-12-18 10:09:13,-12.58,36.20,-24.49
20-12-18 10:11:13,-12.53,36.00,-24.50
20-12-18 10:13:13,-12.54,36.22,-24.44
20-12-18 10:15:13,-12.58,36.77,-24.31
20-12-18 10:17:13,-12.54,37.02,-24.20
20-12-18 10:19:13,-12.55,37.23,-24.15
20-12-18 10:21:13,-12.54,37.00,-24.21
20-12-18 10:23:13,-12.53,36.63,-24.31
20-12-18 10:25:13,-12.48,36.70,-24.24
20-12-18 10:27:13,-12.48,36.63,-24.26
20-12-18 10:29:13,-12.51,36.51,-24.33
20-12-18 10:31:13,-12.53,36.72,-24.28
20-12-18 10:33:13,-12.51,36.84,-24.23
20-12-18 10:35:13,-12.40,36.74,-24.16
20-12-18 10:37:13,-12.34,36.15,-24.28
20-12-18 10:39:13,-12.28,35.97,-24.29
20-12-18 10:41:13,-12.24,35.90,-24.27
20-12-18 10:43:13,-12.20,35.84,-24.25
20-12-18 10:45:13,-12.09,36.76,-23.87
20-12-18 10:47:13,-12.06,35.69,-24.17
20-12-18 10:49:13,-11.95,35.99,-23.99
20-12-18 10:51:13,-11.91,35.48,-24.10
20-12-18 10:53:13,-11.88,35.40,-24.10
20-12-18 10:55:13,-11.80,35.08,-24.13
20-12-18 10:57:13,-11.73,36.06,-23.76
20-12-18 10:59:13,-11.70,36.38,-23.64
20-12-18 11:01:13,-11.75,35.86,-23.84
20-12-18 11:03:13,-11.71,35.50,-23.93
20-12-18 11:05:13,-11.63,35.55,-23.83
20-12-18 11:07:13,-11.55,35.91,-23.65
20-12-18 11:09:13,-11.52,35.49,-23.75
20-12-18 11:11:13,-11.49,35.84,-23.62
20-12-18 11:13:13,-11.50,35.55,-23.72
20-12-18 11:15:13,-11.52,35.69,-23.69
20-12-18 11:17:13,-11.48,36.54,-23.39
20-12-18 11:19:13,-11.41,35.79,-23.56
20-12-18 11:21:13,-11.44,36.16,-23.47
20-12-18 11:23:13,-11.41,35.95,-23.52
20-12-18 11:25:13,-11.41,36.37,-23.38
20-12-18 11:27:13,-11.35,36.63,-23.25
20-12-18 11:29:13,-11.29,36.25,-23.31
20-12-18 11:31:13,-11.26,36.19,-23.30
20-12-18 11:33:13,-11.29,36.67,-23.18
20-12-18 11:35:13,-11.24,36.09,-23.32
20-12-18 11:37:13,-11.22,35.46,-23.50
20-12-18 11:39:13,-11.18,35.61,-23.41
20-12-18 11:41:13,-11.22,35.55,-23.47
20-12-18 11:43:13,-11.24,35.63,-23.46
20-12-18 11:45:13,-11.21,34.97,-23.64
20-12-18 11:47:13,-11.11,35.12,-23.51
20-12-18 11:49:13,-11.01,34.30,-23.67
20-12-18 11:51:13,-10.96,34.90,-23.44
20-12-18 11:53:13,-10.90,36.20,-22.98
20-12-18 11:55:13,-10.89,34.63,-23.46
20-12-18 11:57:13,-10.92,33.83,-23.75
20-12-18 11:59:13,-10.89,34.93,-23.37
20-12-18 12:01:13,-10.78,34.53,-23.40
20-12-18 12:03:13,-10.62,36.52,-22.63
20-12-18 12:05:13,-10.63,34.52,-23.27
20-12-18 12:07:13,-10.56,35.10,-23.02
20-12-18 12:09:13,-10.51,34.18,-23.27
20-12-18 12:11:13,-10.58,34.31,-23.29
20-12-18 12:13:13,-10.48,34.87,-23.02
20-12-18 12:15:13,-10.42,34.15,-23.20
20-12-18 12:17:13,-10.40,34.42,-23.09
20-12-18 12:19:13,-10.40,34.26,-23.14
20-12-18 12:21:13,-10.31,34.53,-22.98
20-12-18 12:23:13,-10.27,33.77,-23.19
20-12-18 12:25:13,-10.18,33.44,-23.22
20-12-18 12:27:13,-10.19,33.87,-23.09
20-12-18 12:29:13,-10.19,34.50,-22.88
20-12-18 12:31:13,-10.19,33.57,-23.19
20-12-18 12:33:13,-10.21,33.85,-23.12
20-12-18 12:35:13,-10.25,34.51,-22.93
20-12-18 12:37:13,-10.16,33.98,-23.02
20-12-18 12:39:13,-10.17,33.15,-23.31
20-12-18 12:41:13,-10.05,33.11,-23.22
20-12-18 12:43:13,-9.98,32.70,-23.29
20-12-18 12:45:13,-9.93,33.04,-23.14
20-12-18 12:47:13,-9.88,33.85,-22.82
20-12-18 12:49:13,-9.82,32.70,-23.15
20-12-18 12:51:13,-9.84,32.89,-23.10
20-12-18 12:53:13,-9.81,32.56,-23.19
20-12-18 12:55:13,-9.78,32.43,-23.21
20-12-18 12:57:13,-9.76,31.82,-23.41
20-12-18 12:59:13,-9.67,32.43,-23.11
20-12-18 13:01:13,-9.61,32.68,-22.97
20-12-18 13:03:13,-9.54,32.32,-23.03
20-12-18 13:05:13,-9.46,31.28,-23.33
20-12-18 13:07:13,-9.43,32.55,-22.86
20-12-18 13:09:13,-9.37,32.12,-22.95
20-12-18 13:11:13,-9.38,30.91,-23.39
20-12-18 13:13:13,-9.42,31.21,-23.32
20-12-18 13:15:13,-9.40,31.36,-23.25
20-12-18 13:17:13,-9.36,30.69,-23.45
20-12-18 13:19:13,-9.34,31.14,-23.28
20-12-18 13:21:13,-9.29,30.50,-23.47
20-12-18 13:23:13,-9.19,30.74,-23.29
20-12-18 13:25:13,-9.24,30.45,-23.44
20-12-18 13:27:13,-9.28,30.47,-23.46
20-12-18 13:29:13,-9.25,30.26,-23.52
20-12-18 13:31:13,-9.37,30.13,-23.67
20-12-18 13:33:13,-9.42,30.88,-23.44
20-12-18 13:35:13,-9.44,31.39,-23.27
20-12-18 13:37:13,-9.46,30.14,-23.75
20-12-18 13:39:13,-9.34,30.47,-23.52
20-12-18 13:41:13,-9.24,29.65,-23.73
20-12-18 13:43:13,-9.07,30.63,-23.22
20-12-18 13:45:13,-9.05,29.38,-23.68
20-12-18 13:47:13,-9.11,29.90,-23.53
20-12-18 13:49:13,-9.09,29.99,-23.47
20-12-18 13:51:13,-9.09,29.01,-23.84
20-12-18 13:53:13,-9.05,29.57,-23.60
20-12-18 13:55:13,-9.03,29.46,-23.63
20-12-18 13:57:13,-9.08,29.47,-23.66
20-12-18 13:59:13,-9.13,29.36,-23.75
20-12-18 14:01:13,-9.09,30.46,-23.30
20-12-18 14:03:13,-9.07,29.08,-23.80
20-12-18 14:05:13,-9.05,29.65,-23.57
20-12-18 14:07:13,-9.10,28.68,-23.98
20-12-18 14:09:13,-9.09,29.01,-23.84
20-12-18 14:11:13,-9.01,29.20,-23.70
20-12-18 14:13:13,-9.00,28.76,-23.87
20-12-18 14:15:13,-9.00,28.70,-23.89
20-12-18 14:17:13,-9.07,28.59,-23.99
20-12-18 14:19:13,-9.01,28.78,-23.87
20-12-18 14:21:13,-8.96,28.67,-23.86
20-12-18 14:23:13,-8.90,28.29,-23.96
20-12-18 14:25:13,-8.90,28.33,-23.95
20-12-18 14:27:13,-8.82,28.52,-23.80
20-12-18 14:29:13,-8.86,28.09,-24.01
20-12-18 14:31:13,-8.85,28.36,-23.89
20-12-18 14:33:13,-8.80,28.15,-23.93
20-12-18 14:35:13,-8.78,28.26,-23.86
20-12-18 14:37:13,-8.75,28.26,-23.84
20-12-18 14:39:13,-8.81,27.39,-24.24
20-12-18 14:41:13,-8.84,27.27,-24.32
20-12-18 14:43:13,-8.80,28.09,-23.95
20-12-18 14:45:13,-8.77,28.52,-23.75
20-12-18 14:47:13,-8.77,27.61,-24.11
20-12-18 14:49:13,-8.83,27.17,-24.35
20-12-18 14:51:13,-8.96,27.88,-24.17
20-12-18 14:53:13,-8.92,28.35,-23.95
20-12-18 14:55:13,-8.72,27.45,-24.14
20-12-18 14:57:13,-8.72,27.93,-23.95
20-12-18 14:59:13,-8.65,26.95,-24.28
20-12-18 15:01:13,-8.68,27.51,-24.08
20-12-18 15:03:13,-8.66,27.25,-24.16
20-12-18 15:05:13,-8.63,27.78,-23.92
20-12-18 15:07:13,-8.58,28.06,-23.77
20-12-18 15:09:13,-8.66,26.81,-24.35
20-12-18 15:11:13,-8.65,27.59,-24.02
20-12-18 15:13:13,-8.68,26.82,-24.36
20-12-18 15:15:13,-8.73,26.93,-24.36
20-12-18 15:17:13,-8.72,26.75,-24.43
20-12-18 15:19:13,-8.75,28.17,-23.88
20-12-18 15:21:13,-8.73,27.37,-24.18
20-12-18 15:23:13,-8.70,27.48,-24.11
20-12-18 15:25:13,-8.63,27.02,-24.23
20-12-18 15:27:13,-8.60,27.19,-24.14
20-12-18 15:29:13,-8.62,26.79,-24.32
20-12-18 15:31:13,-8.63,26.58,-24.41
20-12-18 15:33:13,-8.59,26.79,-24.30
20-12-18 15:35:13,-8.56,27.24,-24.08
20-12-18 15:37:13,-8.55,26.30,-24.47
20-12-18 15:39:13,-8.59,27.08,-24.18
20-12-18 15:41:13,-8.56,26.59,-24.35
20-12-18 15:43:13,-8.64,26.98,-24.26
20-12-18 15:45:13,-8.64,26.95,-24.27
20-12-18 15:47:13,-8.60,26.90,-24.26
20-12-18 15:49:13,-8.62,26.13,-24.59
20-12-18 15:51:13,-8.60,27.00,-24.22
20-12-18 15:53:13,-8.60,26.51,-24.42
20-12-18 15:55:13,-8.55,26.49,-24.39
20-12-18 15:57:13,-8.50,26.53,-24.32
20-12-18 15:59:13,-8.44,26.45,-24.31
20-12-18 16:01:13,-8.53,26.37,-24.42
20-12-18 16:03:13,-8.52,26.70,-24.27
20-12-18 16:05:13,-8.57,25.94,-24.64
20-12-18 16:07:13,-8.58,25.92,-24.66
20-12-18 16:09:13,-8.56,26.55,-24.37
20-12-18 16:11:13,-8.55,27.42,-24.00
20-12-18 16:13:13,-8.57,25.89,-24.66
20-12-18 16:15:13,-8.60,26.01,-24.63
20-12-18 16:17:13,-8.66,26.14,-24.62
20-12-18 16:19:13,-8.73,26.42,-24.57
20-12-18 16:21:13,-8.88,26.44,-24.69
20-12-18 16:23:13,-9.00,28.31,-24.04
20-12-18 16:25:13,-9.13,27.72,-24.39
20-12-18 16:27:13,-9.23,27.11,-24.72
20-12-18 16:29:13,-9.33,27.27,-24.75
20-12-18 16:31:13,-9.43,27.12,-24.89
20-12-18 16:33:13,-9.47,27.36,-24.83
20-12-18 16:35:13,-9.55,27.41,-24.88
20-12-18 16:37:13,-9.62,27.77,-24.80
20-12-18 16:39:13,-9.72,27.51,-24.99
20-12-18 16:41:13,-9.78,27.67,-24.98
20-12-18 16:43:13,-9.81,27.92,-24.90
20-12-18 16:45:13,-9.87,27.93,-24.95
20-12-18 16:47:13,-9.90,27.92,-24.98
20-12-18 16:49:13,-9.93,27.80,-25.06
20-12-18 16:51:13,-9.98,30.11,-24.21
20-12-18 16:53:13,-10.05,30.69,-24.07
20-12-18 16:55:13,-10.11,30.64,-24.13
20-12-18 16:57:13,-10.18,30.42,-24.28
20-12-18 16:59:13,-10.20,30.87,-24.13
20-12-18 17:01:13,-10.21,31.27,-24.00
20-12-18 17:03:13,-10.22,30.73,-24.20
20-12-18 17:05:13,-10.29,30.39,-24.38
20-12-18 17:07:13,-10.31,30.61,-24.32
20-12-18 17:09:13,-10.31,30.18,-24.48
20-12-18 17:11:13,-10.33,29.01,-24.93
20-12-18 17:13:13,-10.33,29.03,-24.93
20-12-18 17:15:13,-10.38,30.33,-24.49
20-12-18 17:17:13,-10.45,30.05,-24.65
20-12-18 17:19:13,-10.48,30.97,-24.34
20-12-18 17:21:13,-10.51,30.51,-24.54
20-12-18 17:23:13,-10.60,30.71,-24.54
20-12-18 17:25:13,-10.62,30.95,-24.47
20-12-18 17:27:13,-10.66,31.10,-24.46
20-12-18 17:29:13,-10.68,31.04,-24.50
20-12-18 17:31:13,-10.72,31.41,-24.40
20-12-18 17:33:13,-10.78,30.78,-24.68
20-12-18 17:35:13,-10.86,30.72,-24.76
20-12-18 17:37:13,-10.91,31.54,-24.52
20-12-18 17:39:13,-10.99,31.33,-24.66
20-12-18 17:41:13,-11.05,31.00,-24.84
20-12-18 17:43:13,-11.09,31.26,-24.78
20-12-18 17:45:13,-11.12,31.19,-24.83
20-12-18 17:47:13,-11.22,30.90,-25.02
20-12-18 17:49:13,-11.25,31.12,-24.97
20-12-18 17:51:13,-11.35,31.15,-25.05
20-12-18 17:53:13,-11.38,31.16,-25.07
20-12-18 17:55:13,-11.45,31.40,-25.04
20-12-18 17:57:13,-11.41,31.68,-24.92
20-12-18 17:59:13,-11.45,31.34,-25.07
20-12-18 18:01:13,-11.43,30.78,-25.24
20-12-18 18:03:13,-11.49,31.13,-25.18
20-12-18 18:05:13,-11.46,30.72,-25.30
20-12-18 18:07:13,-11.49,31.93,-24.90
20-12-18 18:09:13,-11.52,31.90,-24.94
20-12-18 18:11:13,-11.55,31.70,-25.03
20-12-18 18:13:13,-11.60,31.73,-25.06
20-12-18 18:15:13,-11.61,32.60,-24.77
20-12-18 18:17:13,-11.54,31.21,-25.20
20-12-18 18:19:13,-11.48,31.17,-25.15
20-12-18 18:21:13,-11.44,31.30,-25.07
20-12-18 18:23:13,-11.38,30.52,-25.30
20-12-18 18:25:13,-11.38,30.85,-25.18
20-12-18 18:27:13,-11.36,31.07,-25.09
20-12-18 18:29:13,-11.34,30.93,-25.12
20-12-18 18:31:13,-11.30,29.70,-25.52
20-12-18 18:33:13,-11.30,30.58,-25.20
20-12-18 18:35:13,-11.32,30.78,-25.15
20-12-18 18:37:13,-11.32,30.56,-25.23
20-12-18 18:39:13,-11.32,29.59,-25.58
20-12-18 18:41:13,-11.33,29.81,-25.51
20-12-18 18:43:13,-11.40,30.54,-25.31
20-12-18 18:45:13,-11.40,31.56,-24.95
20-12-18 18:47:13,-11.51,30.97,-25.25
20-12-18 18:49:13,-11.51,30.46,-25.44
20-12-18 18:51:13,-11.62,30.62,-25.47
20-12-18 18:53:13,-11.64,31.28,-25.26
20-12-18 18:55:13,-11.73,31.35,-25.31
20-12-18 18:57:13,-11.75,31.86,-25.15
20-12-18 18:59:13,-11.83,31.51,-25.35
20-12-18 19:01:13,-11.85,30.76,-25.63
20-12-18 19:03:13,-11.91,31.27,-25.50
20-12-18 19:05:13,-11.98,31.76,-25.39
20-12-18 19:07:13,-12.04,31.85,-25.41
20-12-18 19:09:13,-12.08,31.38,-25.61
20-12-18 19:11:13,-12.14,31.08,-25.77
20-12-18 19:13:13,-12.14,30.92,-25.83
20-12-18 19:15:13,-12.14,30.91,-25.83
20-12-18 19:17:13,-12.14,30.40,-26.02
20-12-18 19:19:13,-12.14,30.67,-25.92
20-12-18 19:21:13,-12.11,30.95,-25.79
20-12-18 19:23:13,-12.12,30.89,-25.82
20-12-18 19:25:13,-12.18,30.89,-25.87
20-12-18 19:27:13,-12.19,30.14,-26.15
20-12-18 19:29:13,-12.21,30.33,-26.10
20-12-18 19:31:13,-12.21,30.35,-26.09
20-12-18 19:33:13,-12.15,30.13,-26.12
20-12-18 19:35:13,-12.12,30.02,-26.14
20-12-18 19:37:13,-12.13,29.64,-26.28
20-12-18 19:39:13,-12.10,29.01,-26.49
20-12-18 19:41:13,-12.10,28.89,-26.53
20-12-18 19:43:13,-12.10,28.94,-26.51
20-12-18 19:45:13,-12.14,29.02,-26.52
